age,breakdown_count,repair_cost,downtime_hours,risk_level
4,6,14176,27,Medium
18,14,16362,56,High
5,3,28805,5,High
10,1,26560,77,High
18,12,2445,15,High
11,5,2671,35,Medium
19,15,27159,14,High
4,13,23001,38,High
4,1,25103,74,High
4,7,20620,5,High
4,14,7025,66,High
8,5,20951,80,High
10,4,25877,61,High
19,10,15640,8,Medium
12,0,16240,74,High
7,14,24994,34,High
13,13,29033,56,High
13,12,3336,45,High
10,13,9152,57,High
10,15,16912,62,High
3,0,6044,11,Low
17,9,27284,52,High
8,13,26879,37,High
11,6,26581,58,High
3,7,10306,57,High
14,15,24569,31,High
19,6,12513,14,Medium
8,0,27506,63,High
6,0,7527,28,Medium
16,14,11583,18,High
14,6,5034,73,High
12,3,7148,16,Low
11,4,17664,64,High
2,3,24986,64,High
16,6,11351,48,Medium
17,12,2685,5,High
14,1,19432,70,High
4,2,1133,44,Medium
12,12,10395,63,High
7,9,8834,68,High
11,14,2046,27,High
1,11,5632,13,High
10,6,18227,58,High
1,15,3844,15,High
2,11,22177,69,High
5,4,18832,12,Low
9,7,14828,46,Medium
12,10,5060,38,Medium
20,5,20335,73,High
8,3,1752,46,Medium
13,4,9516,71,High
17,9,17281,68,High
3,8,18163,17,Medium
4,5,13963,27,Medium
2,1,4299,37,Medium
6,2,22042,67,High
1,12,4932,52,High
19,3,10925,32,Medium
8,5,28853,9,High
15,15,23162,66,High
16,3,22800,8,High
17,4,25842,52,High
14,9,10961,34,Medium
5,14,26700,7,High
8,5,17974,61,High
6,13,8734,63,High
6,14,10477,59,High
6,8,16602,58,High
17,15,9022,29,High
7,2,20846,78,High
3,12,24989,73,High
16,12,2748,8,High
4,1,23808,60,High
19,5,29657,79,High
7,1,5076,26,Medium
4,1,22015,26,High
5,0,12502,72,High
2,7,4446,75,High
17,12,2364,42,High
4,1,22241,14,High
14,10,14923,52,High
8,1,13924,47,Medium
9,5,20151,35,High
17,1,24279,32,High
2,3,22507,25,High
18,2,26401,9,High
12,13,4097,17,High
18,15,28071,21,High
18,13,27553,77,High
11,2,7797,65,High
19,1,19629,75,High
1,0,10274,74,High
2,14,7453,12,High
18,13,2616,32,High
11,14,25247,24,High
4,3,25668,18,High
9,8,28991,64,High
15,0,18142,27,Medium
14,3,17816,46,Medium
1,5,7205,15,Low
6,11,9642,52,High
1,14,24253,38,High
14,6,10628,22,Medium
10,13,24227,33,High
1,2,13576,5,Low
5,14,7578,45,High
7,11,20108,65,High
16,15,29475,80,High
1,5,15185,39,Medium
11,1,16269,23,Low
17,2,8726,35,Medium
18,15,20494,31,High
4,11,27742,29,High
4,11,13379,36,High
8,12,22239,53,High
2,14,22618,16,High
9,10,23095,45,High
12,0,1755,10,Low
20,13,20027,17,High
15,12,19358,62,High
13,15,17485,36,High
18,11,5793,72,High
4,2,10470,16,Low
6,0,29186,45,High
1,6,20620,11,High
5,14,28901,73,High
5,2,1022,41,Medium
11,10,13389,50,Medium
6,5,17097,45,Medium
6,0,7694,20,Low
14,3,17343,19,Low
9,9,29429,32,High
12,7,15617,41,Medium
14,10,25414,66,High
17,13,25527,55,High
6,4,12088,6,Low
19,8,24686,32,High
19,3,15745,49,Medium
10,15,10063,35,High
6,4,3883,63,High
4,1,7207,28,Medium
18,5,29308,63,High
2,10,10332,45,Medium
3,11,510,51,High
9,14,22534,70,High
8,7,27866,12,High
1,8,23336,10,High
1,14,14861,51,High
5,5,11474,61,High
14,12,4168,14,High
19,13,13561,66,High
20,8,1497,16,Medium
17,14,12252,8,High
10,3,26251,56,High
15,15,944,5,High
9,3,11655,47,Medium
7,10,22991,20,High
18,7,16329,66,High
2,0,21013,47,High
11,9,28725,75,High
9,5,25351,5,High
11,13,15938,12,High
17,1,19184,34,Medium
8,10,26217,28,High
13,11,26217,64,High
9,1,18700,43,Medium
2,13,21546,56,High
9,8,28152,73,High
13,1,15320,59,High
2,13,29598,49,High
12,5,20606,9,High
4,1,25325,40,High
12,12,2285,2,High
6,12,26918,24,High
13,8,2555,33,Medium
5,2,13226,42,Medium
4,9,24644,20,High
7,5,25650,67,High
16,8,9378,19,Medium
1,15,19755,54,High
14,10,1763,42,Medium
12,1,22122,14,High
16,11,14509,73,High
10,2,13954,68,High
17,3,5647,35,Medium
1,1,1329,5,Low
9,11,7068,54,High
6,6,5626,80,High
18,14,3489,66,High
16,1,17385,23,Low
5,7,6285,1,Medium
13,0,11006,16,Low
18,2,9771,36,Medium
20,0,20246,47,High
4,4,16863,26,Medium
11,11,22115,73,High
4,14,15541,13,High
11,9,11547,60,High
6,15,16190,37,High
8,3,3489,61,High
14,2,12451,63,High
9,12,16969,62,High
20,5,24536,15,High
19,2,18934,39,Medium
13,15,19108,63,High
11,10,3006,6,Medium
11,4,19143,61,High
16,9,625,4,Medium
5,12,23749,8,High
15,11,17309,46,High
14,15,27094,17,High
4,7,6402,12,Medium
4,11,8391,15,High
13,13,26672,75,High
12,9,4095,23,Medium
14,12,11677,30,High
1,14,14453,50,High
20,7,5496,51,High
3,12,25637,45,High
12,14,29494,12,High
19,0,13351,79,High
18,9,2203,71,High
20,5,2429,12,Low
12,11,11579,33,High
1,4,12888,26,Medium
13,11,29589,1,High
19,10,26301,68,High
8,10,4450,73,High
9,1,15217,38,Medium
5,0,23642,31,High
17,4,16825,71,High
14,6,25600,79,High
6,1,6641,36,Medium
2,14,20917,78,High
12,14,10762,77,High
18,11,13726,44,High
4,5,28967,42,High
6,11,8144,20,High
1,9,5391,63,High
12,6,3875,12,Medium
3,1,9608,68,High
12,0,25640,26,High
5,0,5435,45,Medium
9,11,19671,29,High
6,11,23161,72,High
1,4,5018,60,High
2,9,27333,74,High
12,12,507,26,High
14,2,20454,76,High
12,2,16797,14,Low
7,13,23381,66,High
11,9,3427,62,High
14,14,14674,29,High
2,8,27175,35,High
8,8,12085,42,Medium
17,10,19172,38,Medium
1,11,12168,73,High
2,11,27007,61,High
5,0,22846,52,High
10,5,7665,50,Medium
1,4,9432,12,Low
10,11,28413,53,High
7,8,6088,66,High
8,7,15058,22,Medium
18,4,4780,68,High
14,8,5555,64,High
4,11,5161,38,High
2,15,28884,10,High
7,11,28485,32,High
6,0,10950,62,High
1,2,19228,70,High
12,8,29306,8,High
13,7,23711,50,High
6,7,18869,66,High
11,2,5537,23,Low
13,13,19527,45,High
18,3,24360,49,High
15,14,7562,39,High
1,15,9685,15,High
16,8,768,34,Medium
7,14,2016,9,High
19,9,9246,67,High
20,4,13767,6,Low
14,0,27219,65,High
15,14,11040,70,High
5,2,18082,24,Low
2,3,7246,44,Medium
1,9,6186,68,High
7,2,4182,44,Medium
14,9,9566,6,Medium
8,3,19111,14,Low
5,12,18045,78,High
8,1,7613,48,Medium
18,1,29737,75,High
9,2,29992,59,High
6,5,10378,68,High
13,11,28967,26,High
15,13,3286,15,High
6,11,14819,47,High
20,8,10702,17,Medium
15,5,22960,54,High
15,1,29627,73,High
9,14,9510,27,High
20,4,21678,48,High
3,0,12801,6,Low
6,12,29219,59,High
2,15,20195,63,High
13,3,3602,37,Medium
4,6,22777,8,High
17,5,1182,67,High
5,3,15496,67,High
20,11,10130,22,High
5,10,2901,34,Medium
13,2,12230,80,High
9,1,4384,49,Medium
19,10,27501,11,High
20,12,2355,62,High
19,13,21632,15,High
5,11,4378,21,High
8,3,3310,14,Low
15,9,19623,19,Medium
18,13,28359,68,High
8,6,29189,76,High
20,2,4878,45,Medium
18,2,29618,77,High
15,4,27873,18,High
7,2,3153,59,High
4,9,26005,64,High
1,10,9811,13,Medium
6,1,27877,26,High
12,4,18873,79,High
16,7,3299,2,Medium
3,13,7264,73,High
13,15,27125,66,High
2,12,14807,73,High
1,7,25224,36,High
4,7,15139,27,Medium
6,15,21671,37,High
3,8,26102,52,High
19,9,8259,77,High
17,0,20697,53,High
17,1,23139,20,High
14,1,8257,44,Medium
3,0,3001,24,Low
19,3,11848,55,High
3,6,5502,71,High
4,12,15662,26,High
16,13,21798,38,High
8,15,13128,52,High
14,8,1356,62,High
18,4,27600,56,High
20,12,12551,39,High
16,15,6079,30,High
13,14,20075,6,High
15,9,6168,39,Medium
19,12,29433,80,High
11,2,4130,71,High
11,15,4048,26,High
3,15,25048,71,High
3,14,21277,20,High
8,1,10738,46,Medium
19,11,21503,34,High
2,13,13539,80,High
14,2,29862,25,High
3,3,14049,5,Low
14,4,20036,7,High
19,0,14197,51,High
16,6,21946,18,High
10,3,13573,11,Low
15,8,18294,50,Medium
1,14,10047,39,High
10,10,2426,63,High
14,2,25755,51,High
6,11,14946,47,High
20,14,2807,76,High
14,13,2790,23,High
15,15,17002,54,High
8,3,27122,25,High
15,12,18714,4,High
12,2,20897,80,High
3,13,9250,56,High
3,14,9010,23,High
19,14,18949,42,High
12,5,24128,41,High
9,4,2521,57,High
5,6,8705,14,Medium
5,12,25352,29,High
18,5,12251,1,Low
6,14,4526,6,High
12,4,962,73,High
11,3,29433,27,High
19,4,16025,6,Low
20,7,11999,2,Medium
7,13,29432,73,High
2,2,15050,72,High
6,10,27356,15,High
14,1,24671,52,High
14,13,7056,66,High
17,3,17369,15,Low
17,7,8018,70,High
9,7,10192,54,High
17,13,6163,17,High
15,7,6541,54,High
13,13,26507,9,High
4,5,1749,35,Medium
18,12,21203,55,High
7,14,6264,16,High
18,11,2403,42,High
1,12,13125,71,High
13,12,10533,5,High
18,3,21027,34,High
7,6,26305,48,High
3,7,27326,79,High
18,9,29355,76,High
2,6,18505,6,Medium
14,6,1350,67,High
2,6,24524,19,High
6,3,17624,9,Low
5,6,13088,29,Medium
9,14,4671,13,High
19,1,19504,78,High
13,1,15482,35,Medium
17,10,5990,62,High
10,8,21123,55,High
10,13,8896,80,High
13,6,3793,28,Medium
16,2,8769,37,Medium
10,1,6610,67,High
15,14,1322,18,High
6,3,13592,10,Low
5,8,8644,8,Medium
12,7,17950,59,High
19,15,20458,5,High
3,4,9821,37,Medium
14,11,10818,6,High
8,2,17701,27,Medium
6,11,18397,25,High
3,4,10093,37,Medium
4,5,8530,1,Low
16,2,25427,72,High
1,8,25905,67,High
5,4,10325,69,High
17,15,5115,9,High
13,5,25361,47,High
14,9,9596,63,High
7,12,1094,5,High
14,14,21562,67,High
9,12,15953,63,High
2,10,13933,14,Medium
12,6,10787,46,Medium
8,7,17780,74,High
9,6,17532,42,Medium
11,9,16887,1,Medium
8,8,3057,71,High
3,13,5538,19,High
12,5,3820,2,Low
9,4,2018,2,Low
5,6,18112,21,Medium
10,2,28679,54,High
6,4,26076,31,High
16,4,14305,15,Low
5,5,3525,43,Medium
13,11,21009,23,High
2,4,4345,55,High
2,15,21975,54,High
12,7,13641,51,High
9,5,1955,80,High
4,13,25151,53,High
10,13,2151,53,High
2,6,23325,42,High
4,8,10351,40,Medium
6,5,14131,19,Low
19,12,11765,57,High
13,11,9760,41,High
9,9,8944,54,High
4,15,27414,6,High
12,7,19984,50,Medium
16,10,24637,11,High
12,7,18099,49,Medium
18,1,12906,58,High
17,11,8217,23,High
17,11,23801,70,High
13,7,7156,69,High
10,12,19555,51,High
11,15,10396,67,High
7,5,14824,72,High
1,3,19946,59,High
12,0,20257,40,High
7,8,15364,28,Medium
13,9,18170,18,Medium
19,15,17966,1,High
3,9,14841,36,Medium
12,2,18301,50,Medium
1,3,3888,29,Medium
18,9,8637,33,Medium
8,10,25590,55,High
11,14,29106,18,High
16,14,27880,35,High
14,0,4859,20,Low
11,0,9523,66,High
2,4,24193,56,High
18,5,17346,78,High
4,10,12798,23,Medium
7,13,18284,72,High
2,7,23450,23,High
18,13,7110,35,High
14,12,14537,7,High
20,9,4413,73,High
3,4,24274,59,High
3,9,10693,52,High
20,14,13230,69,High
8,0,18461,47,Medium
19,6,20919,74,High
18,4,19130,31,Medium
9,13,17053,30,High
12,13,9184,36,High
18,1,21297,56,High
12,14,16077,24,High
10,1,4757,57,High
20,15,6587,32,High
16,5,19019,16,Low
3,8,4766,63,High
15,6,28142,50,High
1,10,14254,6,Medium
9,9,12170,31,Medium
1,12,803,74,High
10,6,18927,48,Medium
7,4,3273,76,High
16,2,15331,4,Low
5,4,16811,34,Medium
3,0,13011,74,High
1,7,29167,17,High
10,5,28037,40,High
19,4,25857,10,High
9,3,7340,11,Low
18,15,22576,22,High
4,3,24396,17,High
12,3,7964,14,Low
2,13,14378,8,High
2,6,20755,31,High
11,2,8123,73,High
17,12,6494,66,High
18,5,14692,19,Low
16,7,12339,80,High
8,4,17587,7,Low
12,8,28232,76,High
16,12,1013,27,High
19,10,21050,63,High
13,7,26064,16,High
15,13,3552,23,High
17,8,23047,36,High
16,4,6370,69,High
6,2,4586,13,Low
14,5,13263,9,Low
1,9,16751,27,Medium
5,1,13320,74,High
11,9,13749,71,High
16,15,1840,42,High
12,11,26991,41,High
14,11,22033,78,High
15,9,21129,40,High
9,1,20188,39,High
11,0,20070,38,High
5,4,3388,60,High
19,6,12090,12,Medium
12,8,21134,68,High
6,13,2265,8,High
18,11,13637,44,High
19,2,877,45,Medium
12,9,10692,25,Medium
2,1,28775,46,High
9,1,3917,22,Low
11,15,6106,40,High
9,1,5519,57,High
19,3,20977,46,High
6,9,11170,54,High
13,7,27579,21,High
18,9,22502,31,High
3,0,22817,6,High
7,7,3051,75,High
4,4,9041,25,Low
10,7,8608,31,Medium
12,2,3333,39,Medium
5,7,22842,6,High
5,13,18141,24,High
20,8,29685,48,High
4,0,23530,13,High
19,6,20594,3,High
3,0,9998,31,Medium
11,10,18071,68,High
14,11,26920,45,High
13,13,16703,34,High
20,11,7177,62,High
10,12,7989,8,High
12,15,10693,25,High
17,0,25215,41,High
2,4,9203,17,Low
8,5,18693,47,Medium
18,12,19517,79,High
5,9,2871,52,High
13,2,3225,20,Low
6,13,6872,74,High
10,0,17337,47,Medium
13,12,2390,37,High
4,11,29138,57,High
11,12,15829,77,High
18,14,20211,60,High
16,3,11254,9,Low
4,12,9231,43,High
14,15,22375,9,High
10,12,22372,3,High
9,12,4015,9,High
18,5,14780,25,Low
20,3,25299,28,High
2,11,8990,13,High
1,0,27227,28,High
14,9,17798,6,Medium
20,8,5242,78,High
6,4,6855,77,High
17,8,23871,1,High
5,8,5443,17,Medium
3,12,27017,19,High
10,5,28409,2,High
18,13,1242,33,High
13,12,24878,55,High
16,12,20276,59,High
17,13,25605,74,High
8,4,28194,69,High
17,11,21798,66,High
5,2,4977,58,High
15,15,17029,77,High
2,2,20646,13,High
19,7,3817,51,High
2,0,29180,40,High
12,4,22792,61,High
9,13,24905,3,High
20,11,22550,38,High
13,5,24480,60,High
12,9,16602,15,Medium
10,13,14762,77,High
18,12,22686,3,High
16,2,5994,58,High
14,11,11840,74,High
17,4,24330,4,High
8,6,14871,36,Medium
14,4,4538,69,High
20,13,22065,80,High
15,4,21412,20,High
6,8,718,51,High
16,7,13642,69,High
20,0,24684,74,High
4,15,6838,27,High
4,1,28992,20,High
13,3,28908,74,High
15,10,2671,28,Medium
19,4,10106,68,High
3,2,27332,9,High
7,14,26643,71,High
8,11,15750,44,High
9,10,26446,75,High
6,14,9953,42,High
1,8,10601,23,Medium
11,1,616,26,Medium
7,12,26063,30,High
2,10,830,31,Medium
9,11,3101,32,High
4,6,880,51,High
7,14,7718,57,High
5,12,5449,74,High
8,0,27425,43,High
17,6,27880,6,High
8,1,14981,18,Low
14,1,26782,80,High
3,9,15516,46,Medium
5,11,19876,12,High
9,3,15722,3,Low
9,7,7240,41,Medium
7,5,19822,17,Low
11,8,14996,50,Medium
16,12,8629,49,High
5,4,8362,52,High
16,7,27312,25,High
10,1,5846,47,Medium
16,6,15590,68,High
3,7,3527,76,High
4,9,13930,48,Medium
12,15,16321,31,High
11,11,9642,65,High
2,14,10914,38,High
2,11,24097,53,High
8,8,7519,72,High
5,3,5301,75,High
9,3,21825,71,High
10,8,10020,12,Medium
11,0,11705,18,Low
18,0,26609,20,High
3,7,18740,36,Medium
15,14,25449,62,High
18,3,3692,40,Medium
9,15,26841,59,High
12,4,4369,51,High
19,10,28431,32,High
2,0,5117,21,Low
17,12,14040,10,High
15,10,12821,52,High
9,1,2871,46,Medium
13,15,14958,34,High
16,14,26357,47,High
11,12,16068,29,High
10,10,14152,42,Medium
20,1,26523,60,High
15,4,13003,73,High
3,6,10545,51,High
3,9,28680,50,High
1,10,29534,11,High
2,7,25438,76,High
5,5,13937,35,Medium
5,7,17907,26,Medium
10,9,20115,9,High
11,2,15796,52,High
20,11,25018,38,High
17,5,23535,54,High
16,11,2080,31,High
11,4,22786,13,High
10,1,10088,6,Low
13,12,24678,5,High
6,1,2186,22,Low
9,5,29507,12,High
18,6,26274,31,High
3,12,29005,36,High
18,9,7681,65,High
3,3,17226,3,Low
1,3,19313,63,High
7,8,11323,16,Medium
20,2,22662,35,High
13,6,17725,55,High
9,14,21070,21,High
8,4,3097,34,Medium
11,3,24514,62,High
4,4,14011,31,Medium
6,5,15573,36,Medium
11,3,25475,19,High
10,8,9387,49,Medium
15,0,13830,56,High
11,1,27700,60,High
10,2,8048,66,High
19,2,22155,68,High
14,11,2667,75,High
10,8,6721,10,Medium
8,1,4839,57,High
5,13,10241,60,High
18,7,18888,38,Medium
5,12,11218,7,High
9,2,26394,43,High
17,0,29893,48,High
1,9,3189,48,Medium
7,7,4776,44,Medium
14,6,17107,36,Medium
6,6,14012,39,Medium
2,5,24253,78,High
1,0,27721,57,High
17,10,7130,72,High
16,13,1211,28,High
13,10,8938,38,Medium
13,9,1725,75,High
15,11,12511,21,High
2,13,3001,15,High
9,3,26488,77,High
11,10,4278,56,High
17,0,25429,43,High
2,5,2962,37,Medium
1,14,1280,46,High
13,9,29166,71,High
17,13,15824,8,High
4,3,28197,65,High
7,10,14506,3,Medium
1,13,10401,48,High
7,15,19957,70,High
5,9,3674,21,Medium
12,7,15791,60,High
11,10,1822,6,Medium
13,4,5672,72,High
19,7,2809,53,High
18,9,24961,22,High
12,6,26904,58,High
4,14,2263,44,High
7,13,22850,55,High
17,8,23869,1,High
2,8,21671,6,High
19,6,9824,30,Medium
17,1,29589,71,High
20,7,9095,45,Medium
17,6,15124,45,Medium
3,6,29656,23,High
5,10,4758,25,Medium
19,9,3769,41,Medium
11,9,19234,51,High
4,4,1573,14,Low
19,14,21204,75,High
2,0,24560,72,High
16,4,18578,54,High
3,15,20176,35,High
2,12,14099,21,High
13,6,12407,76,High
15,0,26682,5,High
15,4,19444,48,Medium
1,11,4582,50,High
6,7,10656,7,Medium
7,3,16087,79,High
3,12,26253,76,High
13,11,17104,53,High
11,6,4352,13,Medium
4,1,8336,77,High
1,4,25586,76,High
10,11,28328,50,High
20,2,12610,33,Medium
7,4,16661,40,Medium
20,7,16049,58,High
7,12,26204,63,High
8,10,29122,78,High
5,6,11443,64,High
3,7,17860,21,Medium
20,9,12626,21,Medium
12,10,19157,37,Medium
11,7,15123,35,Medium
14,5,10975,15,Low
4,2,28292,74,High
8,0,13553,13,Low
10,0,16861,36,Medium
4,11,2976,15,High
12,4,16429,38,Medium
20,10,16237,32,Medium
3,13,8401,23,High
7,9,15481,45,Medium
4,13,8372,80,High
15,4,27722,31,High
9,2,11198,23,Low
20,14,16256,7,High
8,15,20160,20,High
18,6,21304,66,High
7,1,17306,9,Low
8,14,12961,65,High
14,1,15283,57,High
3,4,21533,65,High
4,14,22895,57,High
19,15,5266,73,High
20,3,29204,65,High
15,0,27103,3,High
14,11,9293,35,High
20,5,14704,79,High
7,3,26247,49,High
16,3,28999,1,High
7,13,9039,10,High
3,11,18812,74,High
11,3,20174,31,High
18,6,8645,75,High
11,9,7557,79,High
20,11,22147,26,High
13,1,27107,33,High
20,2,13209,72,High
6,14,19533,80,High
13,12,15672,43,High
14,3,18506,20,Low
19,15,23234,74,High
4,14,17933,10,High
13,0,8491,18,Low
11,5,12510,71,High
18,10,12434,62,High
18,10,18250,17,Medium
13,12,11433,13,High
1,11,17362,41,High
9,6,2350,38,Medium
15,5,16078,65,High
13,8,7665,63,High
10,1,21157,6,High
17,14,10400,64,High
9,15,18492,77,High
6,5,2828,65,High
16,3,4002,71,High
1,8,15508,42,Medium
13,5,28829,23,High
17,0,24310,63,High
1,10,2017,39,Medium
15,6,26154,9,High
5,10,16191,43,Medium
2,13,25218,13,High
7,4,17459,20,Low
17,1,1049,15,Low
15,5,1111,1,Low
10,10,8269,42,Medium
3,5,27194,25,High
13,2,28954,5,High
5,14,17435,50,High
9,13,6112,6,High
16,4,10177,66,High
4,9,2499,39,Medium
4,9,6576,60,High
17,7,6257,12,Medium
2,15,12355,76,High
10,13,15867,39,High
14,7,14950,27,Medium
11,9,24455,18,High
17,4,7098,12,Low
16,7,8632,58,High
13,11,8073,48,High
2,12,12192,41,High
11,15,23180,80,High
8,5,14766,70,High
9,7,12054,46,Medium
13,4,15383,38,Medium
10,1,15564,74,High
9,12,29612,26,High
5,3,19446,6,Low
2,8,7713,11,Medium
12,13,5463,25,High
16,12,29638,35,High
7,10,23683,75,High
1,10,4981,49,Medium
18,3,25055,17,High
11,12,25267,4,High
15,10,23105,28,High
8,7,20978,74,High
16,13,15792,27,High
12,13,24814,57,High
4,11,29608,64,High
14,7,17462,5,Medium
12,15,6307,48,High
19,11,17390,24,High
9,13,10579,69,High
3,6,18873,74,High
4,12,8265,30,High
13,7,5269,11,Medium
19,6,15419,59,High
8,1,29371,27,High
3,8,27467,65,High
11,8,15219,40,Medium
8,4,29690,23,High
9,10,20353,34,High
2,5,24162,46,High
15,14,7351,22,High
16,4,12427,61,High
4,2,5517,63,High
18,7,22229,18,High
16,8,3915,66,High
11,6,10557,38,Medium
10,11,18621,25,High
7,6,23665,3,High
11,15,24155,65,High
3,6,19769,75,High
10,11,1510,72,High
19,6,25604,13,High
3,14,7208,20,High
14,5,1199,51,High
2,5,1862,64,High
2,2,24954,64,High
13,5,9282,23,Low
8,7,18411,6,Medium
14,15,11006,71,High
14,15,15748,37,High
12,15,3332,27,High
20,9,1289,19,Medium
1,13,525,7,High
10,11,11760,60,High
7,12,19010,80,High
13,13,22717,5,High
2,15,12058,30,High
9,4,11304,29,Medium
5,15,26847,46,High
17,8,18246,36,Medium
12,6,4796,40,Medium
3,12,27114,11,High
20,6,4072,30,Medium
14,8,7514,58,High
4,15,20522,35,High
19,0,3794,1,Low
8,1,28252,44,High
12,6,6820,25,Medium
8,1,8671,13,Low
11,14,11862,77,High
8,9,10103,66,High
16,4,3286,57,High
15,9,22720,36,High
13,0,15168,26,Medium
8,11,6508,42,High
18,13,25304,31,High
2,12,29918,51,High
9,3,8362,14,Low
14,9,13997,15,Medium
11,1,29317,65,High
3,7,15782,15,Medium
2,12,25509,77,High
12,15,20439,6,High
14,12,16218,64,High
17,11,10001,71,High
6,2,15244,41,Medium
1,3,3915,79,High
5,8,25465,60,High
12,3,22909,40,High
2,1,20404,24,High
12,3,10783,20,Low
15,3,21161,22,High
17,7,29546,19,High
13,15,5786,31,High
6,12,23896,62,High
6,5,8904,1,Low
15,4,4852,69,High
12,5,16763,10,Low
11,12,9272,34,High
8,10,29498,47,High
20,12,15863,24,High
12,14,9652,30,High
10,15,6517,29,High
9,14,21193,9,High
17,4,17010,37,Medium
6,0,24465,69,High
15,1,8310,41,Medium
1,2,10433,26,Medium
16,4,10500,13,Low
3,3,6749,33,Medium
16,15,12527,34,High
14,2,5269,11,Low
18,7,28630,32,High
1,1,17156,33,Medium
17,2,11871,52,High
7,4,16889,36,Medium
8,1,22789,74,High
16,6,11599,25,Medium
2,5,4569,61,High
15,3,18525,45,Medium
6,9,16227,47,Medium
20,5,4471,33,Medium
9,14,29641,40,High
10,15,14537,62,High
8,7,27861,22,High
16,5,17517,41,Medium
13,7,20104,44,High
20,15,9005,53,High
18,10,28900,5,High
15,13,14312,41,High
18,6,4867,80,High
10,10,7345,38,Medium
18,5,16940,31,Medium
3,0,15032,66,High
9,7,23768,52,High
20,14,29012,29,High
5,2,19593,69,High
12,0,2576,32,Medium
11,15,6969,35,High
3,3,28002,40,High
15,7,792,15,Medium
3,14,1006,3,High
17,11,25076,61,High
11,6,6859,42,Medium
16,1,1997,58,High
17,12,29285,46,High
1,6,12738,77,High
14,1,11433,53,High
19,14,21036,8,High
20,0,14059,35,Medium
2,3,27098,77,High
11,3,20044,46,High
17,10,840,73,High
12,3,2922,5,Low
11,8,23148,53,High
15,1,25746,72,High
6,13,18238,24,High
20,7,1674,12,Medium
17,11,3049,80,High
13,1,22659,28,High
14,11,24933,1,High
15,7,14763,5,Medium
13,2,4292,23,Low
2,0,9888,70,High
19,9,28543,27,High
5,8,12202,35,Medium
6,15,17951,29,High
9,6,18795,23,Medium
12,13,7007,74,High
11,2,13739,69,High
15,11,22469,8,High
3,15,15579,8,High
3,6,7479,40,Medium
19,5,15143,22,Low
17,1,10313,72,High
3,6,1321,5,Medium
5,12,11903,48,High
5,8,15742,47,Medium
18,2,15850,24,Low
1,0,29677,47,High
11,0,11216,44,Medium
15,1,8659,63,High
10,15,20289,71,High
9,5,7129,34,Medium
16,10,11570,52,High
3,5,5152,60,High
18,4,18608,57,High
11,5,24530,59,High
5,5,4768,62,High
8,13,2543,39,High
17,15,16223,4,High
8,8,4675,66,High
2,11,23113,38,High
13,8,15017,3,Medium
18,7,18662,24,Medium
2,4,24295,35,High
18,9,20579,56,High
2,7,10238,2,Medium
5,2,25366,49,High
5,8,1697,45,Medium
1,14,7746,60,High
5,11,3906,1,High
14,10,20746,64,High
7,9,22221,65,High
6,1,6622,32,Medium
6,11,2393,68,High
6,12,16617,71,High
4,12,22802,67,High
11,11,9411,19,High
18,4,8359,51,High
7,12,10698,61,High
18,9,15466,11,Medium
10,7,28233,64,High
10,4,3429,26,Medium
14,15,21194,19,High
11,13,21868,52,High
20,2,11493,28,Medium
4,10,2530,36,Medium
19,11,6468,31,High
3,13,17593,54,High
5,6,12553,24,Medium
14,8,25414,78,High
9,13,4407,2,High
10,12,21750,75,High
13,13,25219,29,High
19,4,25261,78,High
8,8,14346,76,High
12,13,13068,42,High
5,4,18558,11,Low
12,5,4861,4,Low
7,7,2244,20,Medium
13,9,18909,67,High
15,10,1206,65,High
11,2,3569,38,Medium
16,4,18422,45,Medium
1,14,27059,6,High
7,0,26503,52,High
5,1,2264,19,Low
10,8,4637,56,High
13,12,3156,77,High
9,13,12773,27,High
2,10,22359,35,High
17,7,1097,33,Medium
13,4,6590,51,High
13,2,21809,11,High
17,13,25722,29,High
17,0,5703,27,Medium
2,3,14288,37,Medium
2,15,8927,72,High
9,5,9932,35,Medium
8,2,21351,37,High
11,12,4689,26,High
15,9,7260,70,High
7,9,14477,63,High
18,6,1356,51,High
6,10,26600,73,High
5,8,16080,6,Medium
19,10,1074,80,High
11,7,13255,46,Medium
7,15,9301,74,High
20,0,18357,65,High
4,3,5895,69,High
8,10,2652,46,Medium
19,9,21714,9,High
18,14,13718,27,High
16,14,13884,16,High
8,0,1253,54,High
15,14,28642,3,High
9,11,7998,73,High
10,5,14556,74,High
15,7,26998,17,High
4,14,27369,24,High
6,14,28001,70,High
11,6,1102,9,Medium
12,13,17450,10,High
5,7,16222,74,High
14,13,28809,29,High
8,1,1040,56,High
12,2,29129,26,High
10,12,20224,15,High
5,10,1740,13,Medium
7,8,13410,46,Medium
2,1,2800,4,Low
19,9,3586,15,Medium
5,8,12014,62,High
15,3,28983,56,High
1,14,8815,52,High
15,3,27698,23,High
6,15,2822,9,High
3,14,6508,56,High
20,6,2123,23,Medium
18,2,22428,68,High
18,2,11699,80,High
18,1,2385,36,Medium
16,14,676,2,High
1,13,27799,11,High
17,10,2062,60,High
12,15,22200,26,High
6,12,2923,36,High
19,15,28141,68,High
3,6,19533,20,Medium
9,2,12991,42,Medium
12,14,27672,49,High
2,13,22398,24,High
17,13,29131,78,High
4,7,3326,6,Medium
11,9,29377,35,High
10,1,3814,35,Medium
